"name","ticker","country","listed","exchange","cik","formerly_names","current_name","original_names"
"Avidity Biosciences","RNA","United States",True,"NASDAQ","0001599901","Avidity NanoMedicines LLC||Avidity Biosciences LLC","Avidity Biosciences, Inc.","Avidity Biosciences, Inc."
"Avinger","AVGR","United States",True,"NASDAQ","0001506928","","Avinger Inc","Avinger, Inc."
"Aviragen Therapeutics","AVIR","United States",True,"NASDAQ","0000072444","NABI BIOPHARMACEUTICALS||NORTH AMERICAN BIOLOGICALS INC||Biota Pharmaceuticals, Inc.||NABI /DE/||NABI  BIOPHARMACEUTICALS||Aviragen Therapeutics, Inc.","Vaxart, Inc.","Aviragen Therapeutics"
"Avita Medical","RCEL","United States",True,"NASDAQ","0001762303","Avita Therapeutics, Inc.||Avita Medical, Ltd.","AVITA Medical, Inc.","Avita Medical"
"Axcella Health","AXLA","United States",True,"NASDAQ","0001633070","Pronutria Biosciences, Inc.","Axcella Health Inc.","Axcella Health, Inc"
"Axonics Modulation Technologies","AXNX","United States",True,"NASDAQ","0001603756","Axonics Modulation Technologies, Inc.","Axonics, Inc.","Axonics Modulation Technologies, Inc."
"Axovant Sciences","AXON","United States",True,"NASDAQ","0001636050","Roivant Neurosciences Ltd.||Axovant Gene Therapies Ltd.||Axovant Sciences Ltd.","Sio Gene Therapies Inc.","Axovant Sciences Ltd."
"Axsome Therapeutics","AXSM","United States",True,"NASDAQ","0001579428","","Axsome Therapeutics, Inc.","Axsome Therapeutics, Inc."
"Ayala Pharmaceuticals","AYLA","Israel",True,"NASDAQ","0001797336","","Ayala Pharmaceuticals, Inc.","Ayala Pharmaceuticals, Inc,"
"Aytu BioPharma","AYTU","United States",True,"NASDAQ","0001385818","Rosewind CORP||AYTU BIOSCIENCE, INC","AYTU BIOPHARMA, INC","Aytu BioScience, Inc."
"Aziyo Biologics","AZYO","United States",True,"NASDAQ","0001708527","","AZIYO BIOLOGICS, INC.","Aziyo Biologics, Inc."
"AzurRx BioPharma","AZRX",NULL,False,"NASDAQ","0001604191","AzurRx BioPharma, Inc.||BioPharma d'Azur, Inc.","First Wave BioPharma, Inc.","AzurRx BioPharma, Inc."
"BELLUS Health","BLU","Canada",True,"NASDAQ","0001259942","NEUROCHEM INC","BELLUS Health Inc.","Bellus Health Inc"
"BIND Therapeutics","BIND",NULL,False,"NASDAQ","0001385228","BIND Biosciences, Inc||BIND Therapeutics, Inc||BIND Biosciences Inc","DNIB UNWIND, INC.","BIND Therapeutics"
"BRUKER DALTONICS INC","BRKR","United States",True,"NASDAQ","0001109354","BRUKER BIOSCIENCES CORP||BRUKER DALTONICS INC","BRUKER CORP","Bruker Daltonics"
"Beachbody Company","BODY","United States",True,"NYSE","0001826889","Forest Road Acquisition Corp.","Beachbody Company, Inc.","Beachbody"
"Becton Dickinson and Company","BDX","United States",True,"NYSE","0000010795","","BECTON DICKINSON & CO","Becton, Dickinson and Company"
"BeiGene","BGNE","Cayman Islands",True,"NASDAQ","0001651308","","BeiGene, Ltd.","BeiGene"
"Bellerophon Therapeutics","BLPH","United States",True,"NASDAQ","0001600132","Bellerophon Therapeutics LLC","Bellerophon Therapeutics, Inc.","Bellerophon"
"Bellicum Pharmaceuticals","BLCM","United States",True,"NASDAQ","0001358403","BELLICUM PHARMACEUTICALS INC","BELLICUM PHARMACEUTICALS, INC","Bellicum Pharmaceuticals"
"Benitec Biopharma","BNTC","United States",True,"NASDAQ","0001808898","","Benitec Biopharma Inc.","Benitec BioPharma Ltd"
"Better Therapeutics","BTTX","United States",True,"NASDAQ","0001832415","Mountain Crest Acquisition Corp II","Better Therapeutics, Inc.","Better Therapeutics"
"Beyond Air","XAIR","United States",True,"NASDAQ","0001641631","AIT Therapeutics, Inc.||KokiCare, Inc.","Beyond Air, Inc.","Beyond Air Inc."
"Bio-Path Holdings","BPTH","United States",True,"NASDAQ","0001133818","OGDEN GOLF CO CORP","BIO-PATH HOLDINGS INC","Bio-Path Holdings, Inc."
"Bio-Rad Laboratories","BIO","United States",True,"NYSE","0000012208","BIO RAD LABORATORIES INC","BIO-RAD LABORATORIES, INC.","Bio-Rad Laboratories"
"BioAtla","BCAB","United States",True,"NASDAQ","0001826892","","BioAtla, Inc.","BioAtla, Inc.;BioAtla, LLC"
"BioCardia","BCDA","United States",True,"NASDAQ","0000925741","NAM CORP||Tiger X Medical, Inc.||CLICKNSETTLE COM INC||Cardo Medical, Inc.","BioCardia, Inc.","BioCardia, Inc."
"BioCryst Pharmaceuticals","BCRX","United States",True,"NASDAQ","0000882796","","BIOCRYST PHARMACEUTICALS INC","BioCryst Pharmaceuticals"
"BioDelivery Sciences International","BDSI","United States",True,"NASDAQ","0001103021","MAS ACQUISITION XXIII CORP","BIODELIVERY SCIENCES INTERNATIONAL INC","BioDelivery Sciences International"
"BioLineRx","BLRX","Israel",True,"NASDAQ","0001498403","","BioLineRx Ltd.","BioLineRx, Ltd."
"BioMarin Pharmaceutical","BMRN","United States",True,"NASDAQ","0001048477","","BIOMARIN PHARMACEUTICAL INC","BioMarin Pharmaceutical"
"BioNTech SE","BNTX","Germany",True,"NASDAQ","0001776985","","BioNTech SE","BioNTech SE"
"BioPharmX Corp","BPMX",NULL,False,"NYSE","0001504167","THOMPSON DESIGNS INC||BioPharmX Corp","Timber Pharmaceuticals, Inc.","BioPharmX, Inc."
"BioRestorative Therapies","BRTX","United States",True,"NASDAQ","0001505497","Stem Cell Assurance, Inc.","BioRestorative Therapies, Inc.","BioRestorative Therapies"
"BioSig Technologies","BSGM","United States",True,"NASDAQ","0001530766","","BioSig Technologies, Inc.","BioSig Technologies, Inc."
"BioVie","BIVI","United States",True,"NASDAQ","0001580149","NANOANTIBIOTICS, INC.","BIOVIE INC.","BioVie Inc."
"BioXcel Therapeutics","BTAI","United States",True,"NASDAQ","0001720893","","BioXcel Therapeutics, Inc.","BioXcel Therapeutics Inc"
"Biodel","BIOD",NULL,False,"NASDAQ","0001322505","Biodel Inc","ALBIREO PHARMA, INC.","Biodel"
"Biodesix","BDSX","United States",True,"NASDAQ","0001439725","","BIODESIX INC","Biodesix, Inc."
"Biogen","BIIB","United States",True,"NASDAQ","0000875045","IDEC PHARMACEUTICALS CORP / DE||BIOGEN IDEC INC.||BIOGEN IDEC INC||IDEC PHARMACEUTICALS CORP / CA","BIOGEN INC.","Biogen"
"Biohaven Pharmaceutical Holding Company","BHVN","United States",True,"NYSE","0001689813","","Biohaven Pharmaceutical Holding Co Ltd.","Biohaven Pharmaceutical Holding Company Ltd."
"BiomX","PHGE","",True,"AMEX","0001739174","Chardan Healthcare Acquisition Corp.","BiomX Inc.","BiomX, Inc."
"Biomea Fusion","BMEA","United States",True,"NASDAQ","0001840439","","Biomea Fusion, Inc.","Biomea Fusion Inc."
"Biomerica","BMRA","United States",True,"NASDAQ","0000073290","","BIOMERICA INC","Biomerica"
"BiondVax Pharmaceuticals","BVXV","Israel",True,"NASDAQ","0001611747","","BiondVax Pharmaceuticals Ltd.","BiondVax Pharmaceuticals ltd."
"Bionomics","BNOX","United States",True,"NASDAQ","0001191070","","BIONOMICS LIMITED/FI","Bionomics Limited"
"Biophytis SA","BPTS","France",True,"NASDAQ","0001768946","","Biophytis SA","Biophytis"
"Biota Pharmaceuticals","BOTA",NULL,False,"NASDAQ","0000072444","NABI BIOPHARMACEUTICALS||NORTH AMERICAN BIOLOGICALS INC||Biota Pharmaceuticals, Inc.||NABI /DE/||NABI  BIOPHARMACEUTICALS||Aviragen Therapeutics, Inc.","Vaxart, Inc.","Biota Pharmaceuticals, Inc."
"Bioventus","BVS","United States",True,"NASDAQ","0001665988","","Bioventus Inc.","Bioventus LLC"
"Black Diamond Therapeutics","BDTX","United States",True,"NASDAQ","0001701541","Aset Therapeutics, Inc.","Black Diamond Therapeutics, Inc.","Black Diamond Therapeutics, Inc."
"Bluejay Diagnostics","BJDX","United States",True,"NASDAQ","0001704287","","Bluejay Diagnostics, Inc.","Bluejay Diagnostics, Inc."
"Blueprint Medicines Corporation","BPMC","United States",True,"NASDAQ","0001597264","","Blueprint Medicines Corp","Blueprint Medicines Corporation"
"Bolt Biotherapeutics","BOLT","United States",True,"NASDAQ","0001641281","Bolt Therapeutics, Inc.","Bolt Biotherapeutics, Inc.","Bolt Biotherapeutics, Inc."
"Bone Biologics Corp","BBLG","United States",True,"NASDAQ","0001419554","Bone Biologics, Corp.||AFH ACQUISITION X, INC.","Bone Biologics Corp","Bone Biologics Corp"
"Boston Scientific Corporation","BSX","United States",True,"NYSE","0000885725","","BOSTON SCIENTIFIC CORP","Boston Scientific Corporation"
"BrainsWay","BWAY","Israel",True,"NASDAQ","0001505065","","Brainsway Ltd.","Brainsway"
"Brainstorm Cell Therapeutics","BCLI","United States",True,"NASDAQ","0001137883","WIZBANG TECHNOLOGIES INC||GOLDEN HAND RESOURCES INC||BRAINSTORM CELL THERAPEUTICS INC","BRAINSTORM CELL THERAPEUTICS INC.","Brainstorm-Cell Therapeutics"
"BriaCell Therapeutics Corp.","BCTX","Canada",True,"NASDAQ","0001610820","Ansell Capital Corp.","BriaCell Therapeutics Corp.","BriaCell Therapeutics Corporation"
"Brickell Biotech","BBI","United States",True,"NASDAQ","0000819050","VICAL, INC.||VICAL INC","Brickell Biotech, Inc.","Brickell Biotech, Inc."
"BrightView Holdings","BV","United States",True,"NYSE","0001734713","","BrightView Holdings, Inc.","BrightView LLC"
"Bristol-Myers Squibb Company","BMY","United States",True,"NYSE","0000014272","","BRISTOL MYERS SQUIBB CO","Bristol-Myers Squibb"
"British American Tobacco Industries p.l.c.","BTI","United Kingdom",True,"NYSE","0001303523","","British American Tobacco p.l.c.","British American Tobacco (Investments) Limited"
"Brooklyn ImmunoTherapeutics","BTX","United States",True,"NASDAQ","0000748592","NTN COMMUNICATIONS INC||NTN BUZZTIME INC","Brooklyn ImmunoTherapeutics, Inc.","Brooklyn ImmunoTherapeutics, LLC"
"C4 Therapeutics","CCCC","United States",True,"NASDAQ","0001662579","","C4 Therapeutics, Inc.","C4 Therapeutics, Inc."
"CARDICA INC","CRDC",NULL,False,"NASDAQ","0001178104","CARDICA INC||DEXTERA SURGICAL INC","Dex Liquidating Co.","Cardica, Inc"
"CASI Pharmaceuticals","CASI","United States",True,"NASDAQ","0000895051","ENTREMED INC","CASI Pharmaceuticals, Inc.","CASI Pharmaceuticals, Inc."
"CATABASIS PHARMACEUTICALS INC","CATB",NULL,False,"NASDAQ","0001454789","CATABASIS PHARMACEUTICALS INC","Astria Therapeutics, Inc.","Catabasis Pharmaceuticals"
"CELGENE CORP /DE/","CELG",NULL,False,"NASDAQ","0000816284","","CELGENE CORP /DE/","Celgene;Celgene Corporation"
"CEPHEID","CPHD",NULL,False,"NASDAQ","0001037760","","CEPHEID","Cepheid"
"CESCA THERAPEUTICS","KOOL",NULL,False,"NASDAQ","0000811212","THERMOGENESIS CORP||CESCA THERAPEUTICS INC.||THERM0GENESIS CORP","ThermoGenesis Holdings, Inc.","Cesca Therapeutics, Inc."
"CHF Solutions","CHFS",NULL,False,"NASDAQ","0001506492","Sunshine Heart, Inc.||CHF Solutions, Inc.","Nuwellis, Inc.","CHF Solutions"
"CHIASMA INC","CHMA",NULL,False,"NASDAQ","0001339469","CHIASMA INC","CHIASMA, INC","Chiasma, Inc."
"CHIRON CORP","CHIR",NULL,False,"NYSE","0000706539","","CHIRON CORP","Chiron Corporation"
"CLEVELAND BIOLABS INC","CBLI",NULL,False,"NASDAQ","0001318641","Cytocom, Inc.||CLEVELAND BIOLABS INC","Statera Biopharma, Inc.","Cleveland BioLabs"
"CNS Pharmaceuticals","CNSP","United States",True,"NASDAQ","0001729427","","CNS Pharmaceuticals, Inc.","CNS Pharmaceuticals, Inc."
"COMPASS Pathways","CMPS","United Kingdom",True,"NASDAQ","0001816590","Compass Rx Ltd.","COMPASS Pathways plc","COMPASS Pathways"
"CONSTELLATION PHARMACEUTICALS INC","CNST",NULL,False,"NASDAQ","0001434418","","CONSTELLATION PHARMACEUTICALS INC","Constellation Pharmaceuticals"
"CORNERSTONE THERAPEUTICS INC","CRTX","United States",True,"NASDAQ","0001145404","CRITICAL THERAPEUTICS INC","CORNERSTONE THERAPEUTICS INC","Cornerstone Therapeutics Inc."
"CRISPR Therapeutics AG","CRSP","Switzerland",True,"NASDAQ","0001674416","","CRISPR Therapeutics AG","CRISPR Therapeutics AG"
"CRITICAL THERAPEUTICS INC","CRTX","United States",True,"NASDAQ","0001145404","CRITICAL THERAPEUTICS INC","CORNERSTONE THERAPEUTICS INC","Critical Therapeutics"
"CTI BioPharma Corp.","CTIC","United States",True,"NASDAQ","0000891293","CELL THERAPEUTICS INC","CTI BIOPHARMA CORP","CTI BioPharma"
"CVRx","CVRX","United States",True,"NASDAQ","0001235912","CVRX INC","CVRx, Inc.","CVRx, Inc."
"CYNOSURE INC","CYNO",NULL,False,"NASDAQ","0000885306","","CYNOSURE INC","Cynosure, Inc."
"CYTOGEN CORP","CYTO","Bermuda",True,"NASDAQ","0000725058","","CYTOGEN CORP","Cytogen Corporation"
"CYTORI THERAPEUTICS","CYTX",NULL,False,"NASDAQ","0001095981","MACROPORE INC||CYTORI THERAPEUTICS, INC.","PLUS THERAPEUTICS, INC.","Cytori Therapeutics"
"Cabaletta Bio","CABA","United States",True,"NASDAQ","0001759138","","Cabaletta Bio, Inc.","Cabaletta Bio"
"Caladrius Biosciences","CLBS","United States",True,"NASDAQ","0000320017","NeoStem, Inc.||PHASE III MEDICAL INC/DE||CORNICHE GROUP INC /DE","CALADRIUS BIOSCIENCES, INC.","Caladrius Biosciences, Inc."
"Calithera Biosciences","CALA","United States",True,"NASDAQ","0001496671","","Calithera Biosciences, Inc.","Calithera Biosciences, Inc"
"Calliditas Therapeutics AB","CALT","Sweden",True,"NASDAQ","0001795579","","Calliditas Therapeutics AB","Calliditas Therapeutics AB"
"Can-Fite Biopharma Sponsored ADR","CANF","Israel",True,"AMEX","0001536196","","Can-Fite BioPharma Ltd.","Can-Fite BioPharma"
"Candel Therapeutics","CADL","United States",True,"NASDAQ","0001841387","","Candel Therapeutics, Inc.","Candel Therapeutics, Inc."
"Canopy Growth Corporation","CGC","Canada",True,"NASDAQ","0001737927","","Canopy Growth Corp","Canopy Growth Corporation"
"Capnia","CAPN",NULL,False,"NASDAQ","0001484565","Capnia, Inc.","SOLENO THERAPEUTICS INC","Capnia, Inc."
"Capricor Therapeutics","CAPR","United States",True,"NASDAQ","0001133869","SMI PRODUCTS INC||Nile Therapeutics, Inc.","CAPRICOR THERAPEUTICS, INC.","Capricor Inc."
"Cara Therapeutics","CARA","United States",True,"NASDAQ","0001346830","Cara Therapeutics Inc","Cara Therapeutics, Inc.","Cara Therapeutics, Inc."
"Carbylan Therapeutics","CBYL",NULL,False,"NASDAQ","0001348911","Carbylan Biosurgery Inc||Carbylan Biosurgery, Inc||Carbylan Therapeutics, Inc.","KalVista Pharmaceuticals, Inc.","Carbylan Therapeutics, Inc."
"Cardiff Oncology","CRDF","United States",True,"NASDAQ","0001213037","TrovaGene Inc.||USED KAR PARTS INC||XENOMICS INC||Trovagene, Inc.","Cardiff Oncology, Inc.","Cardiff Oncology"
"CardioNet","BEAT","United States",True,"NASDAQ","0001113784","CARDIONET INC","CardioNet, Inc.","Cardionet"
"Cardiol Therapeutics","CRDL","Canada",True,"NASDAQ","0001702123","","Cardiol Therapeutics Inc.","Cardiol Therapeutics Inc."
"Cardiovascular Systems","CSII","United States",True,"NASDAQ","0001180145","REPLIDYNE INC","Cardiovascular Systems Inc","Cardiovascular Systems Inc"
"Cardium Therapeutics","CXM","United States",True,"NYSE","0000772320","CASMYN CORP||Taxus Cardium Pharmaceuticals Group Inc.||ARIES VENTURES INC||Cardium Therapeutics, Inc.","Gene Biotherapeutics, Inc.","Cardium Therapeutics"
"CareDx","CDNA","United States",True,"NASDAQ","0001217234","EXPRESSION DIAGNOSTICS INC||XDx, Inc.","CareDx, Inc.","CareDx"
"Caribou Biosciences","CRBU","United States",True,"NASDAQ","0001619856","","Caribou Biosciences, Inc.","Caribou Biosciences, Inc."
"Cascadian Therapeutics","CASC",NULL,False,"NASDAQ","0001412067","Oncothyreon Inc.||Biomira CORP","Cascadian Therapeutics, Inc.","Cascadian Therapeutics Inc."
"Cassava Sciences","SAVA","United States",True,"NASDAQ","0001069530","PAIN THERAPEUTICS INC","CASSAVA SCIENCES INC","Cassava Sciences, Inc."
"Castle Biosciences","CSTL","United States",True,"NASDAQ","0001447362","","CASTLE BIOSCIENCES INC","Castle Biosciences Incorporated"
"Catalyst Biosciences","CBIO","United States",True,"NASDAQ","0001124105","TARGACEPT INC","CATALYST BIOSCIENCES, INC.","Catalyst Biosciences"
"Catalyst Pharmaceuticals","CPRX","United States",True,"NASDAQ","0001369568","Catalyst Pharmaceutical Partners, Inc.||CATALYST PHARMACEUTICAL PARTNERS, INC.","CATALYST PHARMACEUTICALS, INC.","Catalyst Pharmaceuticals, Inc."
"Cel-Sci Corporation","CVM","United States",True,"AMEX","0000725363","","CEL SCI CORP","CEL-SCI Corporation"
"Celcuity","CELC","United States",True,"NASDAQ","0001603454","Celcuity LLC","Celcuity Inc.","Celcuity, Inc."
"Celladon Corp","CLDN",NULL,False,"NASDAQ","0001305253","Celladon Corp","Eiger BioPharmaceuticals, Inc.","Celladon Corporation"
"Celldex Therapeutics","CLDX","United States",True,"NASDAQ","0000744218","T CELL SCIENCES INC||AVANT IMMUNOTHERAPEUTICS INC","Celldex Therapeutics, Inc.","Celldex Therapeutics"
"Cellect Biotechnology","APOP",NULL,False,"NASDAQ","0001680653","","Cellect Biotechnology Ltd./ADR","Cellect Biotechnology"
"Cellectar Biosciences","CLRB","United States",True,"NASDAQ","0001279704","COMMON HORIZONS INC||NOVELOS THERAPEUTICS, INC.","Cellectar Biosciences, Inc.","Cellectar Biosciences, Inc.;Cellectar, Inc"
"Cellectis S.A.","CLLS","France",True,"NASDAQ","0001627281","","Cellectis S.A.","Cellectis S.A."
"Cellular Biomedicine Group","CBMG",NULL,False,"NASDAQ","0001378624","EastBridge Investment Group Corp","Cellular Biomedicine Group, Inc.","Cellular Biomedicine Group Ltd."
"Celsion Corporation","CLSN","United States",True,"NASDAQ","0000749647","CHEUNG LABORATORIES INC","Celsion CORP","Celsion"
"Celularity","CELU","United States",True,"NASDAQ","0001752828","GX Acquisition Corp.","Celularity Inc","Celularity Incorporated"
"Celyad Oncology SA","CYAD","Belgium",True,"NASDAQ","0001637890","CARDIO3 BIOSCIENCES S.A.||CELYAD S.A.","Celyad Oncology SA","Celyad Oncology SA"
"Cerecor","CERC",NULL,False,"NASDAQ","0001534120","Cerecor Inc.","Avalo Therapeutics, Inc.","Cerecor Inc"
"Cerevel Therapeutics Holdings","CERE","United States",True,"NASDAQ","0001805387","ARYA Sciences Acquisition Corp II","Cerevel Therapeutics Holdings, Inc.","Cerevel Therapeutics, LLC"
"Certara","CERT","United States",True,"NASDAQ","0001827090","","Certara, Inc.","Certara"
"Cerus Corporation","CERS","United States",True,"NASDAQ","0001020214","","CERUS CORP","Cerus Corporation"
"Champions Oncology","CSBR","United States",True,"NASDAQ","0000771856","CHAMPIONS SPORTS INC||CHAMPIONS BIOTECHNOLOGY, INC.","CHAMPIONS ONCOLOGY, INC.","Champions Oncology"
"Check-Cap","CHEK","Israel",True,"NASDAQ","0001610590","","Check-Cap Ltd","Check-Cap Ltd."
"Checkmate Pharmaceuticals","CMPI","United States",True,"NASDAQ","0001651431","","Checkmate Pharmaceuticals, Inc.","Checkmate Pharmaceuticals"
"Checkpoint Therapeutics","CKPT","United States",True,"NASDAQ","0001651407","","Checkpoint Therapeutics, Inc.","Checkpoint Therapeutics, Inc."
"ChemoCentryx","CCXI","United States",True,"NASDAQ","0001340652","","ChemoCentryx, Inc.","ChemoCentryx"
"Chemomab Therapeutics","CMMB","Israel",True,"NASDAQ","0001534248","Anchiano Therapeutics Ltd.||BioCancell Ltd.","Chemomab Therapeutics Ltd.","ChemomAb Ltd."
"Chimerix","CMRX","United States",True,"NASDAQ","0001117480","","CHIMERIX INC","Chimerix"
"Chinook Therapeutics","KDNY","United States",True,"NASDAQ","0001435049","ADURO BIOTECH, INC.||ADURO BIOTECH","CHINOOK THERAPEUTICS, INC.","Chinook Therapeutics, Inc."
"ChromaDex Corporation","CDXC","United States",True,"NASDAQ","0001386570","CODY RESOURCES, INC.","ChromaDex Corp.","ChromaDex, Inc."
"Church & Dwight Company","CHD","United States",True,"NYSE","0000313927","","CHURCH & DWIGHT CO INC /DE/","Church & Dwight Company, Inc."
"Cidara Therapeutics","CDTX","United States",True,"NASDAQ","0001610618","K2 THERAPEUTICS, INC.","Cidara Therapeutics, Inc.","Cidara Therapeutics Inc."
"CinCor Pharma","CINC","United States",True,"NASDAQ","0001868734","","CinCor Pharma, Inc.","CinCor Pharma, Inc."
"Citius Pharmaceuticals","CTXR","United States",True,"NASDAQ","0001506251","TrailOne, Inc.||Trail One, Inc.","Citius Pharmaceuticals, Inc.","Citius Pharmaceuticals, Inc."
"Clarus Therapeutics Holdings","CRXT","United States",True,"NASDAQ","0001817944","Blue Water Acquisition Corp.","Clarus Therapeutics Holdings, Inc.","Clarus Therapeutics, Inc."
"Clearside Biomedical","CLSD","United States",True,"NASDAQ","0001539029","","Clearside Biomedical, Inc.","Clearside Biomedical, Inc."
"Clovis Oncology","CLVS","United States",True,"NASDAQ","0001466301","","Clovis Oncology, Inc.","Clovis Oncology, Inc."
"Cocrystal Pharma","COCP","United States",True,"NASDAQ","0001412486","International Surf Resorts, Inc.||BIOZONE PHARMACEUTICALS, INC.","Cocrystal Pharma, Inc.","Cocrystal Pharma, Inc."
"Codexis","CDXS","United States",True,"NASDAQ","0001200375","CODEXIS INC","CODEXIS, INC.","Codexis Inc."
"Codiak BioSciences","CDAK","United States",True,"NASDAQ","0001659352","","Codiak BioSciences, Inc.","Codiak BioSciences"
"Cogent Biosciences","COGT","United States",True,"NASDAQ","0001622229","Unum Therapeutics, Inc.||Unum Therapeutics Inc.","Cogent Biosciences, Inc.","Cogent Biosciences, Inc."
"Cognition Therapeutics","CGTX","United States",True,"NASDAQ","0001455365","COGNITION THERAPUTICS INC","COGNITION THERAPEUTICS INC","Cognition Therapeutics"
"CohBar","CWBR","United States",True,"NASDAQ","0001522602","","CohBar, Inc.","CohBar, Inc."
"Coherus BioSciences","CHRS","United States",True,"NASDAQ","0001512762","BioGenerics, Inc.","Coherus BioSciences, Inc.","Coherus Biosciences, Inc."
"Colgate-Palmolive Company","CL","United States",True,"NYSE","0000021665","","COLGATE PALMOLIVE CO","Colgate Palmolive"
"CollPlant Biotechnologies","CLGN","Israel",True,"NASDAQ","0001631487","CollPlant Holdings Ltd.||CollPlant Biotechnologies Ltd.","CollPlant Biotechnologies Ltd","Collplant"
"Collegium Pharmaceutical","COLL","United States",True,"NASDAQ","0001267565","COLLEGIUM PHARMACEUTICAL INC","COLLEGIUM PHARMACEUTICAL, INC","Collegium Pharmaceutical, Inc."
"Compass Therapeutics","CMPX","United States",True,"NASDAQ","0001738021","Olivia Ventures, Inc.","Compass Therapeutics, Inc.","Compass Therapeutics"
"Compugen","CGEN","Israel",True,"NASDAQ","0001119774","","COMPUGEN LTD","Compugen Ltd"
"Conatus Pharmaceuticals","CNAT",NULL,False,"NASDAQ","0001383701","Conatus Pharmaceuticals Inc.||Conatus Pharmaceuticals Inc","Histogen Inc.","Conatus Pharmaceuticals Inc."
"Concert Pharmaceuticals","CNCE","United States",True,"NASDAQ","0001367920","CONCERT PHARMACEUTICALS INC","CONCERT PHARMACEUTICALS, INC.","Concert Pharmaceuticals"
"Conformis","CFMS","United States",True,"NASDAQ","0001305773","","Conformis Inc","ConforMIS, Inc."
"ContraFect Corporation","CFRX","United States",True,"NASDAQ","0001478069","","CONTRAFECT Corp","ContraFect"
"ContraVir Pharmaceuticals","CTRV",NULL,False,"NASDAQ","0001583771","ContraVir Pharmaceuticals, Inc.","Hepion Pharmaceuticals, Inc.","ContraVir Pharmaceuticals, Inc."
"Contura Energy","CTRA","United States",True,"NYSE","0001704715","Contura Energy, Inc.","Alpha Metallurgical Resources, Inc.","Contura"
"CorMedix","CRMD","United States",True,"NASDAQ","0001410098","","CorMedix Inc.","CorMedix"
"Corbus Pharmaceuticals Holdings","CRBP","United States",True,"NASDAQ","0001595097","SAV Acquisition Corp","Corbus Pharmaceuticals Holdings, Inc.","Corbus Pharmaceuticals Inc."
"Corcept Therapeutics Incorporated","CORT","United States",True,"NASDAQ","0001088856","","CORCEPT THERAPEUTICS INC","Corcept Therapeutics"
"Corindus Vascular Robotics","CVRS",NULL,False,"NYSE","0001528557","Your Internet Defender, Inc","Corindus Vascular Robotics, Inc.","Corindus Inc."
"Corium International","CORI",NULL,False,"NASDAQ","0001594337","","Corium International, Inc.","Corium, Inc."
"Cortendo AB","SBBP",NULL,False,"NASDAQ","0001634432","Cortendo AB","Strongbridge Biopharma plc","Cortendo AB"
"Cortexyme","CRTX","United States",True,"NASDAQ","0001662774","","Cortexyme, Inc.","Cortexyme Inc."
"Corvus Pharmaceuticals","CRVS","United States",True,"NASDAQ","0001626971","","Corvus Pharmaceuticals, Inc.","Corvus Pharmaceuticals, Inc."
"Crinetics Pharmaceuticals","CRNX","United States",True,"NASDAQ","0001658247","","Crinetics Pharmaceuticals, Inc.","Crinetics Pharmaceuticals Inc."
"CryoLife, Inc.","CRY",NULL,False,"NYSE","0000784199","CRYOLIFE INC","ARTIVION, INC.","CryoLife, Inc."
"Cue Biopharma","CUE","United States",True,"NASDAQ","0001645460","Imagen Biopharma, Inc.","Cue Biopharma, Inc.","Cue Biopharma"
"Cullinan Oncology","CGEM","United States",True,"NASDAQ","0001789972","Cullinan Management, Inc.||Cullinan Oncology, LLC","Cullinan Oncology, Inc.","Cullinan Oncology, LLC"
"Cumberland Pharmaceuticals","CPIX","United States",True,"NASDAQ","0001087294","","CUMBERLAND PHARMACEUTICALS INC","Cumberland Pharmaceuticals"
"Curis","CRIS","United States",True,"NASDAQ","0001108205","","CURIS INC","Curis, Inc."
"Cutera","CUTR","United States",True,"NASDAQ","0001162461","ALTUS MEDICAL INC","CUTERA INC","Cutera Inc."
"Cyanotech Corporation","CYAN","United States",True,"NASDAQ","0000768408","","CYANOTECH CORP","Cyanotech Corporation"
"Cyclacel Pharmaceuticals","CYCC","United States",True,"NASDAQ","0001130166","XCYTE THERAPIES INC","Cyclacel Pharmaceuticals, Inc.","Cyclacel Pharmaceuticals, Inc."
"Cyclerion Therapeutics","CYCN","United States",True,"NASDAQ","0001755237","","Cyclerion Therapeutics, Inc.","Cyclerion Therapeutics"
"Cyclo Therapeutics","CYTH","United States",True,"NASDAQ","0000922247","CTD HOLDINGS INC||CYCLODEXTRIN TECHNOLOGIES DEVELOPMENT INC","Cyclo Therapeutics, Inc.","Cyclo Therapeutics, Inc."
"CymaBay Therapeutics","CBAY","United States",True,"NASDAQ","0001042074","METABOLEX, INC.||METABOLEX INC","CymaBay Therapeutics, Inc.","CymaBay Therapeutics, Inc."
"CytRx","CYTR","United States",False,"NASDAQ","0000799698","","CYTRX CORP","CytRx"
"Cyteir Therapeutics","CYT","United States",True,"NASDAQ","0001662244","","Cyteir Therapeutics, Inc.","Cyteir Therapeutics, Inc."
"Cytocom","CBLI",NULL,False,"NASDAQ","0001318641","Cytocom, Inc.||CLEVELAND BIOLABS INC","Statera Biopharma, Inc.","Cytocom, Inc."
"Cytokinetics Incorporated","CYTK","United States",True,"NASDAQ","0001061983","","CYTOKINETICS INC","Cytokinetics"
"CytomX Therapeutics","CTMX","United States",True,"NASDAQ","0001501989","","CytomX Therapeutics, Inc.","CytomX Therapeutics"
